# This is a comment. Comments start with #

SECTION_HORIZON
# All instances start at 06:00 on the first day and finish at 06:00 on the last day.
# The planning horizon length in days:
28

SECTION_TASKS
# The number of different tasks
5

SECTION_STAFF
# ID, MinTotalMinutes, MaxTotalMinutes
1,3600,4800
2,9120,9600
3,4320,4800
4,3120,4800
5,8640,9600
6,3360,9600
7,3120,9600
8,8160,9600
9,3840,4800
10,8400,9600
11,3360,4800
12,8880,9600
13,8880,9600
14,8160,9600
15,3360,9600
16,8400,9600
17,3360,4800
18,4080,4800
19,3840,4800
20,4080,9600
21,8640,9600
22,7680,9600
23,4320,4800
24,4320,4800
25,4080,4800
26,3840,4800
27,9120,9600
28,8640,9600
29,8880,9600
30,3120,9600
31,8640,9600
32,8400,9600
33,8640,9600
34,8640,9600
35,8400,9600
36,8160,9600
37,3120,4800
38,3360,9600
39,8640,9600
40,8400,9600
41,6960,9600
42,3360,4800
43,8640,9600
44,8880,9600
45,3600,9600
46,4560,4800
47,4320,4800
48,8640,9600
49,8640,9600
50,8160,9600
51,8160,9600
52,8400,9600
53,8880,9600
54,3600,9600
55,8400,9600
56,8640,9600
57,3600,4800
58,8880,9600
59,3360,9600
60,8640,9600
61,8640,9600
62,3600,4800
63,3600,4800
64,8880,9600
65,9120,9600
66,8400,9600
67,9120,9600
68,8400,9600
69,8400,9600
70,7200,9600
71,2880,4800
72,4080,4800
73,9120,9600
74,8400,9600
75,3120,4800
76,8400,9600
77,3600,4800
78,4560,4800
79,9120,9600
80,2880,4800
81,8160,9600
82,3600,9600
83,8400,9600
84,8880,9600
85,3360,4800
86,8880,9600
87,8400,9600
88,8640,9600
89,2880,9600
90,8880,9600
91,8160,9600
92,8400,9600
93,6960,9600
94,8880,9600
95,8160,9600
96,8640,9600
97,4320,4800
98,8640,9600
99,8640,9600
100,9120,9600
101,3600,4800
102,6000,9600
103,3600,4800
104,5760,9600
105,8400,9600
106,5760,9600
107,4320,4800
108,3120,4800
109,5760,9600
110,8880,9600
111,6240,9600
112,8640,9600
113,8160,9600
114,8640,9600
115,7920,9600
116,8400,9600
117,5520,9600
118,9120,9600
119,8640,9600
120,3840,4800
121,7680,9600
122,3120,4800
123,9120,9600
124,8400,9600
125,8400,9600
126,4320,4800
127,8400,9600
128,2880,9600
129,5280,9600
130,4560,4800
131,8400,9600
132,3360,4800
133,8640,9600
134,3120,4800
135,4560,4800
136,5280,9600
137,7440,9600
138,8400,9600
139,4560,9600
140,9120,9600
141,3840,9600
142,3840,4800
143,8640,9600
144,8640,9600
145,8400,9600
146,8880,9600
147,7200,9600
148,8640,9600
149,8640,9600
150,8880,9600

SECTION_COVER
# Day, Time, TaskID, Min, Max
1,06:00-06:15,1,3,3
1,06:15-06:30,1,4,4
1,06:30-06:45,1,5,5
1,06:45-07:00,1,5,5
1,07:00-07:15,1,4,4
1,07:15-07:30,1,5,5
1,07:30-07:45,1,4,4
1,07:45-08:00,1,4,4
1,08:00-08:15,1,3,3
1,08:15-08:30,1,5,5
1,08:30-08:45,1,4,4
1,08:45-09:00,1,4,4
1,09:00-09:15,1,4,4
1,09:15-09:30,1,4,4
1,09:30-09:45,1,4,4
1,09:45-10:00,1,3,3
1,10:00-10:15,1,5,5
1,10:15-10:30,1,4,4
1,10:30-10:45,1,4,4
1,10:45-11:00,1,5,5
1,11:00-11:15,1,3,3
1,11:15-11:30,1,4,4
1,11:30-11:45,1,5,5
1,11:45-12:00,1,4,4
1,12:00-12:15,1,5,5
1,12:15-12:30,1,5,5
1,12:30-12:45,1,4,4
1,12:45-13:00,1,4,4
1,13:00-13:15,1,3,3
1,13:15-13:30,1,3,3
1,13:30-13:45,1,3,3
1,13:45-14:00,1,3,3
1,14:00-14:15,1,6,6
1,14:15-14:30,1,4,4
1,14:30-14:45,1,5,5
1,14:45-15:00,1,4,4
1,15:00-15:15,1,4,4
1,15:15-15:30,1,4,4
1,15:30-15:45,1,5,5
1,15:45-16:00,1,2,2
1,16:00-16:15,1,4,4
1,16:15-16:30,1,4,4
1,16:30-16:45,1,4,4
1,16:45-17:00,1,5,5
1,17:00-17:15,1,4,4
1,17:15-17:30,1,5,5
1,17:30-17:45,1,3,3
1,17:45-18:00,1,4,4
1,18:00-18:15,1,4,4
1,18:15-18:30,1,4,4
1,18:30-18:45,1,3,3
1,18:45-19:00,1,4,4
1,19:00-19:15,1,4,4
1,19:15-19:30,1,2,2
1,19:30-19:45,1,4,4
1,19:45-20:00,1,4,4
1,20:00-20:15,1,4,4
1,20:15-20:30,1,4,4
1,20:30-20:45,1,3,3
1,20:45-21:00,1,5,5
1,21:00-21:15,1,4,4
1,21:15-21:30,1,4,4
1,21:30-21:45,1,4,4
1,21:45-22:00,1,3,3
1,22:00-22:15,1,5,5
1,22:15-22:30,1,4,4
1,22:30-22:45,1,5,5
1,22:45-23:00,1,3,3
1,23:00-23:15,1,4,4
1,23:15-23:30,1,3,3
1,23:30-23:45,1,4,4
1,23:45-00:00,1,3,3
2,00:00-00:15,1,5,5
2,00:15-00:30,1,4,4
2,00:30-00:45,1,3,3
2,00:45-01:00,1,4,4
2,01:00-01:15,1,3,3
2,01:15-01:30,1,5,5
2,01:30-01:45,1,4,4
2,01:45-02:00,1,3,3
2,02:00-02:15,1,4,4
2,02:15-02:30,1,2,2
2,02:30-02:45,1,3,3
2,02:45-03:00,1,4,4
2,03:00-03:15,1,5,5
2,03:15-03:30,1,4,4
2,03:30-03:45,1,4,4
2,03:45-04:00,1,5,5
2,04:00-04:15,1,4,4
2,04:15-04:30,1,3,3
2,04:30-04:45,1,4,4
2,04:45-05:00,1,5,5
2,05:00-05:15,1,4,4
2,05:15-05:30,1,3,3
2,05:30-05:45,1,5,5
2,05:45-06:00,1,4,4
2,06:00-06:15,1,3,3
2,06:15-06:30,1,4,4
2,06:30-06:45,1,3,3
2,06:45-07:00,1,4,4
2,07:00-07:15,1,5,5
2,07:15-07:30,1,3,3
2,07:30-07:45,1,3,3
2,07:45-08:00,1,4,4
2,08:00-08:15,1,4,4
2,08:15-08:30,1,5,5
2,08:30-08:45,1,4,4
2,08:45-09:00,1,4,4
2,09:00-09:15,1,4,4
2,09:15-09:30,1,3,3
2,09:30-09:45,1,4,4
2,09:45-10:00,1,4,4
2,10:00-10:15,1,5,5
2,10:15-10:30,1,3,3
2,10:30-10:45,1,3,3
2,10:45-11:00,1,3,3
2,11:00-11:15,1,4,4
2,11:15-11:30,1,5,5
2,11:30-11:45,1,3,3
2,11:45-12:00,1,4,4
2,12:00-12:15,1,3,3
2,12:15-12:30,1,5,5
2,12:30-12:45,1,4,4
2,12:45-13:00,1,4,4
2,13:00-13:15,1,5,5
2,13:15-13:30,1,4,4
2,13:30-13:45,1,4,4
2,13:45-14:00,1,5,5
2,14:00-14:15,1,5,5
2,14:15-14:30,1,4,4
2,14:30-14:45,1,4,4
2,14:45-15:00,1,4,4
2,15:00-15:15,1,5,5
2,15:15-15:30,1,4,4
2,15:30-15:45,1,3,3
2,15:45-16:00,1,4,4
2,16:00-16:15,1,3,3
2,16:15-16:30,1,4,4
2,16:30-16:45,1,4,4
2,16:45-17:00,1,5,5
2,17:00-17:15,1,5,5
2,17:15-17:30,1,3,3
2,17:30-17:45,1,5,5
2,17:45-18:00,1,4,4
2,18:00-18:15,1,3,3
2,18:15-18:30,1,4,4
2,18:30-18:45,1,2,2
2,18:45-19:00,1,3,3
2,19:00-19:15,1,4,4
2,19:15-19:30,1,3,3
2,19:30-19:45,1,3,3
2,19:45-20:00,1,2,2
2,20:00-20:15,1,4,4
2,20:15-20:30,1,5,5
2,20:30-20:45,1,3,3
2,20:45-21:00,1,3,3
2,21:00-21:15,1,5,5
2,21:15-21:30,1,5,5
2,21:30-21:45,1,4,4
2,21:45-22:00,1,4,4
2,22:00-22:15,1,4,4
2,22:15-22:30,1,5,5
2,22:30-22:45,1,4,4
2,22:45-23:00,1,4,4
2,23:00-23:15,1,4,4
2,23:15-23:30,1,3,3
2,23:30-23:45,1,4,4
2,23:45-00:00,1,4,4
3,00:00-00:15,1,6,6
3,00:15-00:30,1,5,5
3,00:30-00:45,1,6,6
3,00:45-01:00,1,5,5
3,01:00-01:15,1,4,4
3,01:15-01:30,1,3,3
3,01:30-01:45,1,4,4
3,01:45-02:00,1,3,3
3,02:00-02:15,1,5,5
3,02:15-02:30,1,5,5
3,02:30-02:45,1,5,5
3,02:45-03:00,1,5,5
3,03:00-03:15,1,4,4
3,03:15-03:30,1,3,3
3,03:30-03:45,1,5,5
3,03:45-04:00,1,4,4
3,04:00-04:15,1,5,5
3,04:15-04:30,1,4,4
3,04:30-04:45,1,3,3
3,04:45-05:00,1,5,5
3,05:00-05:15,1,4,4
3,05:15-05:30,1,5,5
3,05:30-05:45,1,5,5
3,05:45-06:00,1,4,4
3,06:00-06:15,1,5,5
3,06:15-06:30,1,5,5
3,06:30-06:45,1,4,4
3,06:45-07:00,1,5,5
3,07:00-07:15,1,5,5
3,07:15-07:30,1,4,4
3,07:30-07:45,1,3,3
3,07:45-08:00,1,4,4
3,08:00-08:15,1,4,4
3,08:15-08:30,1,4,4
3,08:30-08:45,1,4,4
3,08:45-09:00,1,4,4
3,09:00-09:15,1,5,5
3,09:15-09:30,1,4,4
3,09:30-09:45,1,4,4
3,09:45-10:00,1,4,4
3,10:00-10:15,1,4,4
3,10:15-10:30,1,5,5
3,10:30-10:45,1,4,4
3,10:45-11:00,1,3,3
3,11:00-11:15,1,3,3
3,11:15-11:30,1,5,5
3,11:30-11:45,1,3,3
3,11:45-12:00,1,4,4
3,12:00-12:15,1,3,3
3,12:15-12:30,1,3,3
3,12:30-12:45,1,4,4
3,12:45-13:00,1,3,3
3,13:00-13:15,1,3,3
3,13:15-13:30,1,4,4
3,13:30-13:45,1,4,4
3,13:45-14:00,1,3,3
3,14:00-14:15,1,4,4
3,14:15-14:30,1,4,4
3,14:30-14:45,1,5,5
3,14:45-15:00,1,5,5
3,15:00-15:15,1,4,4
3,15:15-15:30,1,4,4
3,15:30-15:45,1,4,4
3,15:45-16:00,1,4,4
3,16:00-16:15,1,3,3
3,16:15-16:30,1,3,3
3,16:30-16:45,1,3,3
3,16:45-17:00,1,3,3
3,17:00-17:15,1,4,4
3,17:15-17:30,1,4,4
3,17:30-17:45,1,4,4
3,17:45-18:00,1,3,3
3,18:00-18:15,1,5,5
3,18:15-18:30,1,5,5
3,18:30-18:45,1,4,4
3,18:45-19:00,1,4,4
3,19:00-19:15,1,4,4
3,19:15-19:30,1,4,4
3,19:30-19:45,1,3,3
3,19:45-20:00,1,3,3
3,20:00-20:15,1,4,4
3,20:15-20:30,1,3,3
3,20:30-20:45,1,4,4
3,20:45-21:00,1,4,4
3,21:00-21:15,1,4,4
3,21:15-21:30,1,3,3
3,21:30-21:45,1,4,4
3,21:45-22:00,1,5,5
3,22:00-22:15,1,4,4
3,22:15-22:30,1,5,5
3,22:30-22:45,1,5,5
3,22:45-23:00,1,3,3
3,23:00-23:15,1,4,4
3,23:15-23:30,1,5,5
3,23:30-23:45,1,5,5
3,23:45-00:00,1,3,3
4,00:00-00:15,1,5,5
4,00:15-00:30,1,6,6
4,00:30-00:45,1,4,4
4,00:45-01:00,1,4,4
4,01:00-01:15,1,4,4
4,01:15-01:30,1,5,5
4,01:30-01:45,1,4,4
4,01:45-02:00,1,4,4
4,02:00-02:15,1,4,4
4,02:15-02:30,1,4,4
4,02:30-02:45,1,4,4
4,02:45-03:00,1,4,4
4,03:00-03:15,1,3,3
4,03:15-03:30,1,5,5
4,03:30-03:45,1,4,4
4,03:45-04:00,1,5,5
4,04:00-04:15,1,3,3
4,04:15-04:30,1,3,3
4,04:30-04:45,1,4,4
4,04:45-05:00,1,2,2
4,05:00-05:15,1,3,3
4,05:15-05:30,1,3,3
4,05:30-05:45,1,4,4
4,05:45-06:00,1,3,3
4,06:00-06:15,1,3,3
4,06:15-06:30,1,4,4
4,06:30-06:45,1,5,5
4,06:45-07:00,1,5,5
4,07:00-07:15,1,4,4
4,07:15-07:30,1,4,4
4,07:30-07:45,1,5,5
4,07:45-08:00,1,5,5
4,08:00-08:15,1,3,3
4,08:15-08:30,1,4,4
4,08:30-08:45,1,5,5
4,08:45-09:00,1,3,3
4,09:00-09:15,1,3,3
4,09:15-09:30,1,4,4
4,09:30-09:45,1,5,5
4,09:45-10:00,1,5,5
4,10:00-10:15,1,5,5
4,10:15-10:30,1,4,4
4,10:30-10:45,1,4,4
4,10:45-11:00,1,4,4
4,11:00-11:15,1,5,5
4,11:15-11:30,1,5,5
4,11:30-11:45,1,5,5
4,11:45-12:00,1,4,4
4,12:00-12:15,1,4,4
4,12:15-12:30,1,5,5
4,12:30-12:45,1,5,5
4,12:45-13:00,1,5,5
4,13:00-13:15,1,5,5
4,13:15-13:30,1,4,4
4,13:30-13:45,1,4,4
4,13:45-14:00,1,5,5
4,14:00-14:15,1,5,5
4,14:15-14:30,1,3,3
4,14:30-14:45,1,4,4
4,14:45-15:00,1,5,5
4,15:00-15:15,1,3,3
4,15:15-15:30,1,4,4
4,15:30-15:45,1,3,3
4,15:45-16:00,1,5,5
4,16:00-16:15,1,4,4
4,16:15-16:30,1,4,4
4,16:30-16:45,1,4,4
4,16:45-17:00,1,4,4
4,17:00-17:15,1,3,3
4,17:15-17:30,1,4,4
4,17:30-17:45,1,5,5
4,17:45-18:00,1,5,5
4,18:00-18:15,1,6,6
4,18:15-18:30,1,4,4
4,18:30-18:45,1,5,5
4,18:45-19:00,1,4,4
4,19:00-19:15,1,4,4
4,19:15-19:30,1,4,4
4,19:30-19:45,1,4,4
4,19:45-20:00,1,3,3
4,20:00-20:15,1,5,5
4,20:15-20:30,1,4,4
4,20:30-20:45,1,5,5
4,20:45-21:00,1,5,5
4,21:00-21:15,1,5,5
4,21:15-21:30,1,5,5
4,21:30-21:45,1,3,3
4,21:45-22:00,1,4,4
4,22:00-22:15,1,5,5
4,22:15-22:30,1,5,5
4,22:30-22:45,1,3,3
4,22:45-23:00,1,3,3
4,23:00-23:15,1,5,5
4,23:15-23:30,1,3,3
4,23:30-23:45,1,4,4
4,23:45-00:00,1,3,3
5,00:00-00:15,1,4,4
5,00:15-00:30,1,5,5
5,00:30-00:45,1,5,5
5,00:45-01:00,1,4,4
5,01:00-01:15,1,5,5
5,01:15-01:30,1,3,3
5,01:30-01:45,1,3,3
5,01:45-02:00,1,3,3
5,02:00-02:15,1,5,5
5,02:15-02:30,1,3,3
5,02:30-02:45,1,3,3
5,02:45-03:00,1,4,4
5,03:00-03:15,1,4,4
5,03:15-03:30,1,4,4
5,03:30-03:45,1,4,4
5,03:45-04:00,1,4,4
5,04:00-04:15,1,4,4
5,04:15-04:30,1,4,4
5,04:30-04:45,1,5,5
5,04:45-05:00,1,4,4
5,05:00-05:15,1,5,5
5,05:15-05:30,1,4,4
5,05:30-05:45,1,4,4
5,05:45-06:00,1,4,4
5,06:00-06:15,1,4,4
5,06:15-06:30,1,5,5
5,06:30-06:45,1,5,5
5,06:45-07:00,1,3,3
5,07:00-07:15,1,3,3
5,07:15-07:30,1,5,5
5,07:30-07:45,1,5,5
5,07:45-08:00,1,3,3
5,08:00-08:15,1,3,3
5,08:15-08:30,1,3,3
5,08:30-08:45,1,3,3
5,08:45-09:00,1,3,3
5,09:00-09:15,1,4,4
5,09:15-09:30,1,5,5
5,09:30-09:45,1,4,4
5,09:45-10:00,1,4,4
5,10:00-10:15,1,4,4
5,10:15-10:30,1,4,4
5,10:30-10:45,1,5,5
5,10:45-11:00,1,4,4
5,11:00-11:15,1,4,4
5,11:15-11:30,1,4,4
5,11:30-11:45,1,3,3
5,11:45-12:00,1,4,4
5,12:00-12:15,1,4,4
5,12:15-12:30,1,5,5
5,12:30-12:45,1,4,4
5,12:45-13:00,1,4,4
5,13:00-13:15,1,4,4
5,13:15-13:30,1,3,3
5,13:30-13:45,1,3,3
5,13:45-14:00,1,5,5
5,14:00-14:15,1,3,3
5,14:15-14:30,1,4,4
5,14:30-14:45,1,4,4
5,14:45-15:00,1,5,5
5,15:00-15:15,1,4,4
5,15:15-15:30,1,5,5
5,15:30-15:45,1,5,5
5,15:45-16:00,1,4,4
5,16:00-16:15,1,4,4
5,16:15-16:30,1,4,4
5,16:30-16:45,1,3,3
5,16:45-17:00,1,4,4
5,17:00-17:15,1,5,5
5,17:15-17:30,1,4,4
5,17:30-17:45,1,5,5
5,17:45-18:00,1,4,4
5,18:00-18:15,1,6,6
5,18:15-18:30,1,4,4
5,18:30-18:45,1,3,3
5,18:45-19:00,1,4,4
5,19:00-19:15,1,4,4
5,19:15-19:30,1,4,4
5,19:30-19:45,1,3,3
5,19:45-20:00,1,5,5
5,20:00-20:15,1,5,5
5,20:15-20:30,1,4,4
5,20:30-20:45,1,4,4
5,20:45-21:00,1,4,4
5,21:00-21:15,1,4,4
5,21:15-21:30,1,3,3
5,21:30-21:45,1,4,4
5,21:45-22:00,1,4,4
5,22:00-22:15,1,3,3
5,22:15-22:30,1,4,4
5,22:30-22:45,1,3,3
5,22:45-23:00,1,4,4
5,23:00-23:15,1,4,4
5,23:15-23:30,1,4,4
5,23:30-23:45,1,4,4
5,23:45-00:00,1,4,4
6,00:00-00:15,1,5,5
6,00:15-00:30,1,4,4
6,00:30-00:45,1,4,4
6,00:45-01:00,1,3,3
6,01:00-01:15,1,4,4
6,01:15-01:30,1,5,5
6,01:30-01:45,1,3,3
6,01:45-02:00,1,4,4
6,02:00-02:15,1,5,5
6,02:15-02:30,1,5,5
6,02:30-02:45,1,4,4
6,02:45-03:00,1,3,3
6,03:00-03:15,1,3,3
6,03:15-03:30,1,5,5
6,03:30-03:45,1,3,3
6,03:45-04:00,1,4,4
6,04:00-04:15,1,3,3
6,04:15-04:30,1,4,4
6,04:30-04:45,1,3,3
6,04:45-05:00,1,3,3
6,05:00-05:15,1,4,4
6,05:15-05:30,1,4,4
6,05:30-05:45,1,5,5
6,05:45-06:00,1,3,3
6,06:00-06:15,1,4,4
6,06:15-06:30,1,4,4
6,06:30-06:45,1,4,4
6,06:45-07:00,1,3,3
6,07:00-07:15,1,3,3
6,07:15-07:30,1,4,4
6,07:30-07:45,1,3,3
6,07:45-08:00,1,4,4
6,08:00-08:15,1,5,5
6,08:15-08:30,1,4,4
6,08:30-08:45,1,4,4
6,08:45-09:00,1,3,3
6,09:00-09:15,1,3,3
6,09:15-09:30,1,3,3
6,09:30-09:45,1,4,4
