# This is a comment. Comments start with #

SECTION_HORIZON
# All instances start at 06:00 on the first day and finish at 06:00 on the last day.
# The planning horizon length in days:
7

SECTION_TASKS
# The number of different tasks
5

SECTION_STAFF
# ID, MinTotalMinutes, MaxTotalMinutes
1,2220,2400
2,1200,1200
3,1140,1200
4,2280,2400
5,2160,2400
6,1440,2400
7,900,1200
8,2100,2400
9,2100,2400
10,1080,1200
11,780,1200
12,2160,2400
13,960,1200
14,2280,2400
15,2220,2400
16,900,1200
17,2100,2400
18,2100,2400
19,1560,2400
20,2100,2400
21,2100,2400
22,900,1200
23,2160,2400
24,2040,2400
25,960,1200
26,2100,2400
27,900,1200
28,2100,2400
29,2100,2400
30,2040,2400
31,780,1200
32,2220,2400
33,1620,2400
34,2100,2400
35,2040,2400
36,2220,2400
37,1140,2400
38,2100,2400
39,1200,1200
40,2100,2400
41,2100,2400
42,2040,2400
43,900,1200
44,1860,2400
45,2220,2400
46,1740,2400
47,2100,2400
48,840,1200
49,1980,2400
50,1080,1200
51,2280,2400
52,1620,2400
53,2160,2400
54,2100,2400
55,840,2400
56,900,1200
57,2040,2400
58,1200,2400
59,1440,2400
60,2100,2400
61,1620,2400
62,2100,2400
63,2160,2400
64,2160,2400
65,840,1200
66,1080,1200
67,2100,2400
68,960,2400
69,2220,2400
70,1080,2400
71,1380,2400
72,2040,2400
73,2160,2400
74,2040,2400
75,2160,2400
76,2100,2400
77,840,1200
78,2220,2400
79,1020,1200
80,2160,2400
81,2160,2400
82,1920,2400
83,1140,1200
84,2280,2400
85,2220,2400
86,900,2400
87,1140,1200
88,2100,2400
89,1680,2400
90,2040,2400
91,2100,2400
92,2100,2400
93,1020,2400
94,2040,2400
95,2100,2400
96,1140,1200
97,2100,2400
98,2040,2400
99,720,1200
100,2160,2400
101,2160,2400
102,1560,2400
103,900,1200
104,1080,1200
105,1740,2400
106,2220,2400
107,900,1200
108,2220,2400
109,1560,2400
110,1320,2400
111,2280,2400
112,1140,1200
113,2280,2400
114,900,1200
115,900,1200
116,1080,1200
117,2160,2400
118,2160,2400
119,2220,2400
120,960,1200
121,2100,2400
122,2220,2400
123,2220,2400
124,2040,2400
125,1680,2400
126,2100,2400
127,2280,2400
128,900,1200
129,900,2400
130,2160,2400
131,900,1200
132,2160,2400
133,840,2400
134,900,1200
135,2040,2400
136,2100,2400
137,1440,2400
138,1620,2400
139,2160,2400
140,2160,2400
141,1680,2400
142,2040,2400
143,2160,2400
144,900,1200
145,780,1200
146,840,1200
147,2040,2400
148,840,2400
149,2160,2400
150,900,1200

SECTION_COVER
# Day, Time, TaskID, Min, Max
1,06:00-06:15,1,5,5
1,06:15-06:30,1,5,5
1,06:30-06:45,1,5,5
1,06:45-07:00,1,4,4
1,07:00-07:15,1,4,4
1,07:15-07:30,1,5,5
1,07:30-07:45,1,5,5
1,07:45-08:00,1,3,3
1,08:00-08:15,1,4,4
1,08:15-08:30,1,5,5
1,08:30-08:45,1,5,5
1,08:45-09:00,1,4,4
1,09:00-09:15,1,4,4
1,09:15-09:30,1,5,5
1,09:30-09:45,1,5,5
1,09:45-10:00,1,5,5
1,10:00-10:15,1,6,6
1,10:15-10:30,1,5,5
1,10:30-10:45,1,6,6
1,10:45-11:00,1,4,4
1,11:00-11:15,1,6,6
1,11:15-11:30,1,4,4
1,11:30-11:45,1,6,6
1,11:45-12:00,1,6,6
1,12:00-12:15,1,5,5
1,12:15-12:30,1,6,6
1,12:30-12:45,1,4,4
1,12:45-13:00,1,5,5
1,13:00-13:15,1,3,3
1,13:15-13:30,1,5,5
1,13:30-13:45,1,5,5
1,13:45-14:00,1,4,4
1,14:00-14:15,1,5,5
1,14:15-14:30,1,4,4
1,14:30-14:45,1,5,5
1,14:45-15:00,1,4,4
1,15:00-15:15,1,3,3
1,15:15-15:30,1,2,2
1,15:30-15:45,1,3,3
1,15:45-16:00,1,3,3
1,16:00-16:15,1,5,5
1,16:15-16:30,1,5,5
1,16:30-16:45,1,5,5
1,16:45-17:00,1,3,3
1,17:00-17:15,1,5,5
1,17:15-17:30,1,4,4
1,17:30-17:45,1,4,4
1,17:45-18:00,1,5,5
1,18:00-18:15,1,4,4
1,18:15-18:30,1,5,5
1,18:30-18:45,1,5,5
1,18:45-19:00,1,4,4
1,19:00-19:15,1,4,4
1,19:15-19:30,1,4,4
1,19:30-19:45,1,5,5
1,19:45-20:00,1,4,4
1,20:00-20:15,1,3,3
1,20:15-20:30,1,3,3
1,20:30-20:45,1,3,3
1,20:45-21:00,1,4,4
1,21:00-21:15,1,4,4
1,21:15-21:30,1,5,5
1,21:30-21:45,1,3,3
1,21:45-22:00,1,4,4
1,22:00-22:15,1,5,5
1,22:15-22:30,1,4,4
1,22:30-22:45,1,5,5
1,22:45-23:00,1,5,5
1,23:00-23:15,1,5,5
1,23:15-23:30,1,4,4
1,23:30-23:45,1,4,4
1,23:45-00:00,1,5,5
2,00:00-00:15,1,5,5
2,00:15-00:30,1,5,5
2,00:30-00:45,1,4,4
2,00:45-01:00,1,4,4
2,01:00-01:15,1,4,4
2,01:15-01:30,1,4,4
2,01:30-01:45,1,5,5
2,01:45-02:00,1,5,5
2,02:00-02:15,1,4,4
2,02:15-02:30,1,4,4
2,02:30-02:45,1,4,4
2,02:45-03:00,1,3,3
2,03:00-03:15,1,3,3
2,03:15-03:30,1,4,4
2,03:30-03:45,1,5,5
2,03:45-04:00,1,4,4
2,04:00-04:15,1,4,4
2,04:15-04:30,1,4,4
2,04:30-04:45,1,4,4
2,04:45-05:00,1,4,4
2,05:00-05:15,1,5,5
2,05:15-05:30,1,5,5
2,05:30-05:45,1,4,4
2,05:45-06:00,1,5,5
2,06:00-06:15,1,5,5
2,06:15-06:30,1,4,4
2,06:30-06:45,1,4,4
2,06:45-07:00,1,4,4
2,07:00-07:15,1,4,4
2,07:15-07:30,1,4,4
2,07:30-07:45,1,5,5
2,07:45-08:00,1,3,3
2,08:00-08:15,1,4,4
2,08:15-08:30,1,5,5
2,08:30-08:45,1,4,4
2,08:45-09:00,1,5,5
2,09:00-09:15,1,3,3
2,09:15-09:30,1,4,4
2,09:30-09:45,1,4,4
2,09:45-10:00,1,4,4
2,10:00-10:15,1,3,3
2,10:15-10:30,1,3,3
2,10:30-10:45,1,3,3
2,10:45-11:00,1,3,3
2,11:00-11:15,1,4,4
2,11:15-11:30,1,5,5
2,11:30-11:45,1,4,4
2,11:45-12:00,1,4,4
2,12:00-12:15,1,4,4
2,12:15-12:30,1,3,3
2,12:30-12:45,1,4,4
2,12:45-13:00,1,4,4
2,13:00-13:15,1,5,5
2,13:15-13:30,1,5,5
2,13:30-13:45,1,5,5
2,13:45-14:00,1,3,3
2,14:00-14:15,1,4,4
2,14:15-14:30,1,4,4
2,14:30-14:45,1,5,5
2,14:45-15:00,1,6,6
2,15:00-15:15,1,4,4
2,15:15-15:30,1,4,4
2,15:30-15:45,1,4,4
2,15:45-16:00,1,3,3
2,16:00-16:15,1,4,4
2,16:15-16:30,1,4,4
2,16:30-16:45,1,4,4
2,16:45-17:00,1,3,3
2,17:00-17:15,1,5,5
2,17:15-17:30,1,3,3
2,17:30-17:45,1,4,4
2,17:45-18:00,1,3,3
2,18:00-18:15,1,3,3
2,18:15-18:30,1,5,5
2,18:30-18:45,1,4,4
2,18:45-19:00,1,5,5
2,19:00-19:15,1,4,4
2,19:15-19:30,1,4,4
2,19:30-19:45,1,4,4
2,19:45-20:00,1,5,5
2,20:00-20:15,1,2,2
2,20:15-20:30,1,5,5
2,20:30-20:45,1,5,5
2,20:45-21:00,1,4,4
2,21:00-21:15,1,5,5
2,21:15-21:30,1,4,4
2,21:30-21:45,1,3,3
2,21:45-22:00,1,4,4
2,22:00-22:15,1,3,3
2,22:15-22:30,1,4,4
2,22:30-22:45,1,4,4
2,22:45-23:00,1,5,5
2,23:00-23:15,1,6,6
2,23:15-23:30,1,5,5
2,23:30-23:45,1,4,4
2,23:45-00:00,1,4,4
3,00:00-00:15,1,5,5
3,00:15-00:30,1,5,5
3,00:30-00:45,1,4,4
3,00:45-01:00,1,5,5
3,01:00-01:15,1,4,4
3,01:15-01:30,1,3,3
3,01:30-01:45,1,4,4
3,01:45-02:00,1,4,4
3,02:00-02:15,1,4,4
3,02:15-02:30,1,4,4
3,02:30-02:45,1,4,4
3,02:45-03:00,1,3,3
3,03:00-03:15,1,4,4
3,03:15-03:30,1,5,5
3,03:30-03:45,1,4,4
3,03:45-04:00,1,3,3
3,04:00-04:15,1,5,5
3,04:15-04:30,1,5,5
3,04:30-04:45,1,4,4
3,04:45-05:00,1,4,4
3,05:00-05:15,1,4,4
3,05:15-05:30,1,4,4
3,05:30-05:45,1,4,4
3,05:45-06:00,1,4,4
3,06:00-06:15,1,4,4
3,06:15-06:30,1,5,5
3,06:30-06:45,1,5,5
3,06:45-07:00,1,4,4
3,07:00-07:15,1,5,5
3,07:15-07:30,1,5,5
3,07:30-07:45,1,3,3
3,07:45-08:00,1,4,4
3,08:00-08:15,1,4,4
3,08:15-08:30,1,5,5
3,08:30-08:45,1,5,5
3,08:45-09:00,1,4,4
3,09:00-09:15,1,5,5
3,09:15-09:30,1,5,5
3,09:30-09:45,1,4,4
3,09:45-10:00,1,3,3
3,10:00-10:15,1,3,3
3,10:15-10:30,1,3,3
3,10:30-10:45,1,3,3
3,10:45-11:00,1,4,4
3,11:00-11:15,1,5,5
3,11:15-11:30,1,5,5
3,11:30-11:45,1,3,3
3,11:45-12:00,1,3,3
3,12:00-12:15,1,3,3
3,12:15-12:30,1,3,3
3,12:30-12:45,1,3,3
3,12:45-13:00,1,3,3
3,13:00-13:15,1,5,5
3,13:15-13:30,1,5,5
3,13:30-13:45,1,5,5
3,13:45-14:00,1,4,4
3,14:00-14:15,1,4,4
3,14:15-14:30,1,3,3
3,14:30-14:45,1,5,5
3,14:45-15:00,1,4,4
3,15:00-15:15,1,3,3
3,15:15-15:30,1,4,4
3,15:30-15:45,1,5,5
3,15:45-16:00,1,4,4
3,16:00-16:15,1,4,4
3,16:15-16:30,1,5,5
3,16:30-16:45,1,5,5
3,16:45-17:00,1,5,5
3,17:00-17:15,1,3,3
3,17:15-17:30,1,5,5
3,17:30-17:45,1,4,4
3,17:45-18:00,1,5,5
3,18:00-18:15,1,4,4
3,18:15-18:30,1,4,4
3,18:30-18:45,1,4,4
3,18:45-19:00,1,4,4
3,19:00-19:15,1,4,4
3,19:15-19:30,1,5,5
3,19:30-19:45,1,4,4
3,19:45-20:00,1,4,4
3,20:00-20:15,1,5,5
3,20:15-20:30,1,5,5
3,20:30-20:45,1,3,3
3,20:45-21:00,1,4,4
3,21:00-21:15,1,5,5
3,21:15-21:30,1,5,5
3,21:30-21:45,1,5,5
3,21:45-22:00,1,4,4
3,22:00-22:15,1,5,5
3,22:15-22:30,1,4,4
3,22:30-22:45,1,3,3
3,22:45-23:00,1,5,5
3,23:00-23:15,1,5,5
3,23:15-23:30,1,4,4
3,23:30-23:45,1,5,5
3,23:45-00:00,1,5,5
4,00:00-00:15,1,4,4
4,00:15-00:30,1,4,4
4,00:30-00:45,1,3,3
4,00:45-01:00,1,3,3
4,01:00-01:15,1,4,4
4,01:15-01:30,1,4,4
4,01:30-01:45,1,3,3
4,01:45-02:00,1,4,4
4,02:00-02:15,1,5,5
4,02:15-02:30,1,3,3
4,02:30-02:45,1,4,4
4,02:45-03:00,1,4,4
4,03:00-03:15,1,4,4
4,03:15-03:30,1,4,4
4,03:30-03:45,1,5,5
4,03:45-04:00,1,4,4
4,04:00-04:15,1,5,5
4,04:15-04:30,1,5,5
4,04:30-04:45,1,5,5
4,04:45-05:00,1,4,4
4,05:00-05:15,1,4,4
4,05:15-05:30,1,4,4
4,05:30-05:45,1,5,5
4,05:45-06:00,1,4,4
4,06:00-06:15,1,5,5
4,06:15-06:30,1,4,4
4,06:30-06:45,1,5,5
4,06:45-07:00,1,4,4
4,07:00-07:15,1,5,5
4,07:15-07:30,1,4,4
4,07:30-07:45,1,4,4
4,07:45-08:00,1,5,5
4,08:00-08:15,1,5,5
4,08:15-08:30,1,4,4
4,08:30-08:45,1,4,4
4,08:45-09:00,1,3,3
4,09:00-09:15,1,5,5
4,09:15-09:30,1,3,3
4,09:30-09:45,1,4,4
4,09:45-10:00,1,4,4
4,10:00-10:15,1,5,5
4,10:15-10:30,1,5,5
4,10:30-10:45,1,5,5
4,10:45-11:00,1,5,5
4,11:00-11:15,1,4,4
4,11:15-11:30,1,4,4
4,11:30-11:45,1,5,5
4,11:45-12:00,1,4,4
4,12:00-12:15,1,5,5
4,12:15-12:30,1,4,4
4,12:30-12:45,1,5,5
4,12:45-13:00,1,4,4
4,13:00-13:15,1,5,5
4,13:15-13:30,1,4,4
4,13:30-13:45,1,3,3
4,13:45-14:00,1,4,4
4,14:00-14:15,1,5,5
4,14:15-14:30,1,4,4
4,14:30-14:45,1,4,4
4,14:45-15:00,1,3,3
4,15:00-15:15,1,4,4
4,15:15-15:30,1,4,4
4,15:30-15:45,1,4,4
4,15:45-16:00,1,4,4
4,16:00-16:15,1,4,4
4,16:15-16:30,1,4,4
4,16:30-16:45,1,4,4
4,16:45-17:00,1,3,3
4,17:00-17:15,1,3,3
4,17:15-17:30,1,4,4
4,17:30-17:45,1,4,4
4,17:45-18:00,1,4,4
4,18:00-18:15,1,4,4
4,18:15-18:30,1,3,3
4,18:30-18:45,1,4,4
4,18:45-19:00,1,4,4
4,19:00-19:15,1,4,4
4,19:15-19:30,1,5,5
4,19:30-19:45,1,3,3
4,19:45-20:00,1,4,4
4,20:00-20:15,1,4,4
4,20:15-20:30,1,4,4
4,20:30-20:45,1,5,5
4,20:45-21:00,1,4,4
4,21:00-21:15,1,4,4
4,21:15-21:30,1,5,5
4,21:30-21:45,1,3,3
4,21:45-22:00,1,4,4
4,22:00-22:15,1,5,5
4,22:15-22:30,1,4,4
4,22:30-22:45,1,4,4
4,22:45-23:00,1,4,4
4,23:00-23:15,1,5,5
4,23:15-23:30,1,4,4
4,23:30-23:45,1,3,3
4,23:45-00:00,1,4,4
5,00:00-00:15,1,4,4
5,00:15-00:30,1,4,4
5,00:30-00:45,1,4,4
5,00:45-01:00,1,5,5
5,01:00-01:15,1,3,3
5,01:15-01:30,1,5,5
5,01:30-01:45,1,3,3
5,01:45-02:00,1,3,3
5,02:00-02:15,1,5,5
5,02:15-02:30,1,4,4
5,02:30-02:45,1,3,3
5,02:45-03:00,1,4,4
5,03:00-03:15,1,5,5
5,03:15-03:30,1,4,4
5,03:30-03:45,1,4,4
5,03:45-04:00,1,5,5
5,04:00-04:15,1,4,4
5,04:15-04:30,1,5,5
5,04:30-04:45,1,4,4
5,04:45-05:00,1,5,5
5,05:00-05:15,1,4,4
5,05:15-05:30,1,4,4
5,05:30-05:45,1,4,4
5,05:45-06:00,1,4,4
5,06:00-06:15,1,4,4
5,06:15-06:30,1,3,3
5,06:30-06:45,1,3,3
5,06:45-07:00,1,5,5
5,07:00-07:15,1,4,4
5,07:15-07:30,1,4,4
5,07:30-07:45,1,4,4
5,07:45-08:00,1,4,4
5,08:00-08:15,1,3,3
5,08:15-08:30,1,4,4
5,08:30-08:45,1,5,5
5,08:45-09:00,1,5,5
5,09:00-09:15,1,4,4
5,09:15-09:30,1,4,4
5,09:30-09:45,1,4,4
5,09:45-10:00,1,4,4
5,10:00-10:15,1,4,4
5,10:15-10:30,1,5,5
5,10:30-10:45,1,4,4
5,10:45-11:00,1,4,4
5,11:00-11:15,1,5,5
5,11:15-11:30,1,4,4
5,11:30-11:45,1,4,4
5,11:45-12:00,1,5,5
5,12:00-12:15,1,5,5
5,12:15-12:30,1,4,4
5,12:30-12:45,1,3,3
5,12:45-13:00,1,3,3
5,13:00-13:15,1,4,4
5,13:15-13:30,1,4,4
5,13:30-13:45,1,5,5
5,13:45-14:00,1,3,3
5,14:00-14:15,1,5,5
5,14:15-14:30,1,5,5
5,14:30-14:45,1,4,4
5,14:45-15:00,1,5,5
5,15:00-15:15,1,5,5
5,15:15-15:30,1,4,4
5,15:30-15:45,1,4,4
5,15:45-16:00,1,4,4
5,16:00-16:15,1,4,4
5,16:15-16:30,1,4,4
5,16:30-16:45,1,4,4
5,16:45-17:00,1,4,4
5,17:00-17:15,1,4,4
5,17:15-17:30,1,4,4
5,17:30-17:45,1,4,4
5,17:45-18:00,1,3,3
5,18:00-18:15,1,4,4
5,18:15-18:30,1,3,3
5,18:30-18:45,1,4,4
5,18:45-19:00,1,4,4
5,19:00-19:15,1,5,5
