# This is a comment. Comments start with #

SECTION_HORIZON
# All instances start at 06:00 on the first day and finish at 06:00 on the last day.
# The planning horizon length in days:
14

SECTION_TASKS
# The number of different tasks
19

SECTION_STAFF
# ID, MinTotalMinutes, MaxTotalMinutes
1,4200,4800
2,4440,4800
3,2280,4800
4,2280,4800
5,2160,4800
6,4440,4800
7,4320,4800
8,4320,4800
9,1800,2400
10,2280,4800
11,3240,4800
12,4200,4800
13,4320,4800
14,1800,2400
15,4440,4800
16,4320,4800
17,4200,4800
18,1800,2400
19,1800,2400
20,1560,2400
21,4560,4800
22,4200,4800
23,1800,2400
24,3240,4800
25,2760,4800
26,2880,4800
27,2160,2400
28,4440,4800
29,4080,4800
30,4200,4800
31,2040,2400
32,4560,4800
33,4320,4800
34,4560,4800
35,2280,2400
36,2640,4800
37,4080,4800
38,4440,4800
39,4440,4800
40,4080,4800
41,1440,2400
42,4440,4800
43,3120,4800
44,3840,4800
45,1560,4800
46,4440,4800
47,2160,4800
48,4200,4800
49,2400,4800
50,1920,4800
51,4080,4800
52,1920,4800
53,2040,2400
54,2160,2400
55,4200,4800
56,4320,4800
57,1680,2400
58,2040,2400
59,4200,4800
60,4440,4800
61,2040,2400
62,3480,4800
63,1680,2400
64,4440,4800
65,4080,4800
66,4560,4800
67,2400,4800
68,4440,4800
69,4200,4800
70,4200,4800
71,2040,4800
72,4440,4800
73,2280,2400
74,4440,4800
75,2160,2400
76,4440,4800
77,4200,4800
78,1800,2400
79,4200,4800
80,1680,2400
81,4560,4800
82,4200,4800
83,4320,4800
84,1680,2400
85,4560,4800
86,4560,4800
87,4320,4800
88,1800,2400
89,4200,4800
90,3840,4800
91,4440,4800
92,3720,4800
93,4200,4800
94,3240,4800
95,2160,2400
96,2400,2400
97,1440,2400
98,4080,4800
99,2160,4800
100,4200,4800
101,4560,4800
102,2160,2400
103,4200,4800
104,2280,4800
105,1680,2400
106,4560,4800
107,4440,4800
108,4320,4800
109,3360,4800
110,4200,4800
111,2400,2400
112,4320,4800
113,4320,4800
114,4440,4800
115,3720,4800
116,2400,2400
117,3600,4800
118,1680,2400
119,4200,4800
120,4440,4800
121,4320,4800
122,4320,4800
123,4440,4800
124,4320,4800
125,3120,4800
126,4200,4800
127,4320,4800
128,1680,2400
129,4080,4800
130,4440,4800
131,1440,4800
132,4440,4800
133,1680,2400
134,3000,4800
135,4440,4800
136,4440,4800
137,4200,4800
138,4080,4800
139,4320,4800
140,3360,4800
141,1800,2400
142,2520,4800
143,1680,2400
144,1560,4800
145,2040,4800
146,1680,4800
147,3840,4800
148,4200,4800
149,4200,4800
150,2160,4800

SECTION_COVER
# Day, Time, TaskID, Min, Max
1,06:00-06:15,1,1,1
1,06:15-06:30,1,1,1
1,06:30-06:45,1,1,1
1,06:45-07:00,1,1,1
1,07:00-07:15,1,1,1
1,07:15-07:30,1,1,1
1,07:30-07:45,1,1,1
1,07:45-08:00,1,1,1
1,08:00-08:15,1,1,1
1,08:15-08:30,1,1,1
1,08:30-08:45,1,1,1
1,08:45-09:00,1,1,1
1,09:00-09:15,1,1,1
1,09:15-09:30,1,1,1
1,09:30-09:45,1,1,1
1,09:45-10:00,1,1,1
1,10:00-10:15,1,1,1
1,10:15-10:30,1,1,1
1,10:30-10:45,1,1,1
1,10:45-11:00,1,1,1
1,11:00-11:15,1,1,1
1,11:15-11:30,1,1,1
1,11:30-11:45,1,1,1
